gid,reason,seed_flow_in,in_sum,in_deg,request
100000003216073100,inflow_incomplete,79.80002275741246,37001.0,1,запросить исходящие переводы по узлу
100000005048668100,inflow_incomplete,78.84477899074389,16668.0,2,запросить исходящие переводы по узлу
100000004475818100,inflow_incomplete,78.65002810992306,13000.0,1,запросить исходящие переводы по узлу
100000008293431100,inflow_incomplete,72.74940900389288,15000.0,1,запросить исходящие переводы по узлу
100000001052945100,inflow_incomplete,62.49262559262991,56520.0,1,запросить исходящие переводы по узлу
100000004140487100,inflow_incomplete,60.26584795238395,24510.0,1,запросить исходящие переводы по узлу
100000003213473100,inflow_incomplete,48.67044841171887,57500.0,1,запросить исходящие переводы по узлу
100000002645993100,inflow_incomplete,41.135479261113275,49650.0,2,запросить исходящие переводы по узлу
100000008579978100,inflow_incomplete,40.64230941101185,34000.0,1,запросить исходящие переводы по узлу
100000000583220100,inflow_incomplete,39.956412824850766,5000.0,1,запросить исходящие переводы по узлу
100000008760098100,inflow_incomplete,36.88978389106361,7000.0,1,запросить исходящие переводы по узлу
100000001831496100,inflow_incomplete,27.64181952964876,25000.0,1,запросить исходящие переводы по узлу
100000007472293100,inflow_incomplete,26.349845636474004,5000.0,1,запросить исходящие переводы по узлу
100000008759857100,inflow_incomplete,26.349845636474004,5000.0,1,запросить исходящие переводы по узлу
100000008254576100,inflow_incomplete,25.649784113137652,8000.0,1,запросить исходящие переводы по узлу
100000007333038100,inflow_incomplete,23.05881159263532,17500.0,1,запросить исходящие переводы по узлу
100000008460102100,inflow_incomplete,23.05881159263532,17500.0,1,запросить исходящие переводы по узлу
100000003221510100,inflow_incomplete,20.314621945760916,24000.0,1,запросить исходящие переводы по узлу
100000002970466100,inflow_incomplete,19.736501662887804,23317.0,1,запросить исходящие переводы по узлу
100000004715209100,inflow_incomplete,17.061380192304718,5000.0,1,запросить исходящие переводы по узлу
100000008465789100,inflow_incomplete,15.70857638399468,30099.0,1,запросить исходящие переводы по узлу
100000005268319100,inflow_incomplete,15.4320264285103,19712.8,1,запросить исходящие переводы по узлу
100000003192309100,inflow_incomplete,11.429532128687592,17200.0,1,запросить исходящие переводы по узлу
100000008742053100,inflow_incomplete,11.24261796965691,10000.0,1,запросить исходящие переводы по узлу
100000000749118100,inflow_incomplete,8.74375186248793,10330.0,1,запросить исходящие переводы по узлу
100000000572276100,inflow_incomplete,8.68843794084827,13075.0,1,запросить исходящие переводы по узлу
100000007392365100,inflow_incomplete,8.13685253185832,9613.0,1,запросить исходящие переводы по узлу
100000005052998100,inflow_incomplete,8.041204520197029,9500.0,1,запросить исходящие переводы по узлу
100000003951827100,inflow_incomplete,7.617983229660344,9000.0,1,запросить исходящие переводы по узлу
100000001229743100,inflow_incomplete,5.4799006229237905,7000.0,1,запросить исходящие переводы по узлу
100000002214664100,inflow_incomplete,5.282836071108509,7950.0,1,запросить исходящие переводы по узлу
100000008746449100,inflow_incomplete,5.218969528553998,10000.0,1,запросить исходящие переводы по узлу
100000008632060100,inflow_incomplete,4.697057676791821,6000.0,1,запросить исходящие переводы по узлу
100000003069463100,inflow_incomplete,3.7112637810936526,11500.0,1,запросить исходящие переводы по узлу
100000008738526100,inflow_incomplete,3.491747265386912,15000.0,1,запросить исходящие переводы по узлу
100000005041905100,inflow_incomplete,3.3225384095022075,5000.0,1,запросить исходящие переводы по узлу
100000000456947100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000002916006100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000003200071100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000003265658100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000003349739100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000003770083100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000004021459100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000004174835100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000004269433100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000004358004100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000004388983100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000004714705100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000004723755100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000004813068100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000005017150100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000005087431100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000005235389100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000005392290100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000005417257100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000005480435100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000005485830100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000005495722100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000005498992100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000005543136100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000005550592100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000005560900100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000005568407100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000005744674100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000006249740100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000006831291100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000007018630100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000007747786100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000007982728100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000008117324100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000008205000100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000008513251100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000008522127100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000008575624100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000008654653100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000008669037100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000008680731100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
100000008701222100,inflow_incomplete,0.0,0.0,0,запросить исходящие переводы по узлу
